species	ANI
Flavobacterium profundi	100.00
Insectihabitans xujianqingii	98.48
Apilactobacillus timberlakei	98.95
Pantoea eucalypti	99.64
Mycoplasma nasistruthionis	98.14
Persicimonas caeni	100.00
Schumannella luteola	99.98
Oecophyllibacter saccharovorans	97.53
Ideonella azotifigens	99.99
Komagataeibacter diospyri	98.92
Vibrio inusitatus	100.00
Vibrio comitans	100.00
Cellulomonas gelida	100.00
Gluconobacter sphaericus	99.26
Streptomyces gardneri	99.13
Acetobacter peroxydans	98.29
Microbacterium lacticum	99.05
Streptomyces spinoverrucosus	99.99
Flavobacterium flevense	100.00
Microbacterium liquefaciens	99.07
Corynebacterium phoceense	98.67
Terrilactibacillus laevilacticus	99.27
Spiribacter salinus	98.68
Staphylococcus coagulans	98.66
Barrientosiimonas humi	99.99
Streptomyces calvus	99.69
Ornithinicoccus hortensis	100.00
Microbacterium saperdae	100.00
Thermopolyspora flexuosa	99.05
Leisingera aquaemixtae	97.43
Psychrobacillus lasiicapitis	99.99
Microbispora bryophytorum	100.00
Jinshanibacter zhutongyuii	100.00
Lentibacillus cibarius	97.59
Planococcus soli	100.00
Desulfuromonas acetexigens	100.00
Criibacterium bergeronii	98.90
Flavobacterium gawalongense	99.69
Flammeovirga kamogawensis	100.00
Streptomyces alkaliphilus	97.89
Flavobacterium franklandianum	98.95
Shewanella hanedai	99.98
Bacteroides zhangwenhongii	98.90
Streptomyces benahoarensis	99.99
Streptomyces spectabilis	99.18
Paraburkholderia megapolitana	99.08
Tomitella fengzijianii	99.81
Bifidobacterium polysaccharolyticum	97.05
Corynebacterium godavarianum	100.00
Algibacter amylolyticus	100.00
Cupriavidus campinensis	98.74
Klebsiella quasivariicola	98.92
Vibrio algivorus	98.80
Enorma shizhengliae	100.00
Corynebacterium singulare	96.55
Siminovitchia fortis	98.35
Staphylococcus argensis	99.93
Bacillus nitratireducens	98.53
Bacillus mobilis	97.27
Bacillus proteolyticus	99.07
Bacillus paramycoides	97.96
Marinobacter vinifirmus	97.25
Amycolatopsis acidiphila	100.00
Amycolatopsis bartoniae	100.00
Corynebacterium sanguinis	98.18
Mycobacterium helveticum	99.99
Symmachiella dynata	96.55
Gimesia panareensis	97.38
Rosistilla oblonga	97.25
Cobetia crustatorum	98.84
Bradyrhizobium stylosanthis	98.56
Bradyrhizobium sacchari	99.89
Brevibacterium jeotgali	100.00
Streptomyces capillispiralis	99.99
Micromonospora sagamiensis	100.00
Sphingobium wenxiniae	100.00
Bradyrhizobium daqingense	100.00
Novosphingobium taihuense	100.00
Roseibium hamelinense	99.99
Pedobacter suwonensis	97.49
Denitratisoma oestradiolicum	99.97
Apibacter muscae	97.94
Glutamicibacter halophytocola	98.52
Pseudomonas proteolytica	98.79
Pseudomonas brenneri	99.88
Pseudomonas saxonica	98.98
Mycoplasma anserisalpingitidis	96.53
Gemmobacter aquaticus	100.00
Crateriforma conspicua	99.05
Dellaglioa algida	98.28
Vulcaniibacterium thermophilum	99.95
Arthrobacter yangruifuii	97.54
Colwellia hornerae	100.00
Frigoribacterium faeni	100.00
Microbacterium aerolatum	99.19
Alkalibacterium putridalgicola	100.00
Gluconobacter wancherniae	99.45
Gluconobacter kanchanaburiensis	100.00
Swaminathania salitolerans	100.00
Lapidilactobacillus concavus	100.00
Pediococcus cellicola	99.98
Myxococcus virescens	100.00
Tenuibacillus multivorans	99.99
Pseudoalteromonas peptidolytica	100.00
Halolactibacillus halophilus	100.00
Halolactibacillus miurensis	100.00
Leptotrichia trevisanii	98.03
Sphingobacterium mizutaii	99.24
Sphingomonas aquatilis	98.93
Oceanithermus desulfurans	100.00
Halomonas cupida	100.00
Cerasibacillus quisquiliarum	100.00
Alkalibacterium pelagium	100.00
Halolactibacillus alkaliphilus	99.99
Acetobacter oeni	100.00
Tetragenococcus koreensis	99.32
Skermanella aerolata	100.00
Companilactobacillus nantensis	99.99
Levilactobacillus acidifarinae	99.99
Levilactobacillus zymae	99.25
Levilactobacillus namurensis	98.95
Companilactobacillus mindensis	100.00
Kocuria turfanensis	99.98
Methylobacterium haplocladii	100.00
Methylobacterium oxalidis	100.00
Methylobacterium gnaphalii	100.00
Lentilactobacillus diolivorans	99.13
Sulfuriferula plumbiphila	100.00
Nocardioides szechwanensis	100.00
Nocardioides psychrotolerans	100.00
Microbacterium saccharophilum	99.56
Flavobacterium noncentrifugens	100.00
Cellulomonas soli	100.00
Chitinophaga terrae (ex Kim and Jung 2007)	100.00
Spiroplasma citri	99.87
Subsaximicrobium wynnwilliamsii	99.99
Psychroflexus gondwanensis	98.67
Psychroserpens burtonensis	99.55
Youhaiella tibetensis	100.00
Rhodanobacter glycinis	97.25
Campylobacter peloridis	98.30
Serratia nevei	98.84
Thauera aminoaromatica	98.92
Brachyspira aalborgi	97.12
Microbacterium wangchenii	99.70
Rheinheimera tangshanensis	99.99
Ruania zhangjianzhongii	99.96
Sulfurospirillum multivorans	99.99
Alkalibaculum bacchi	100.00
Acetobacterium wieringae	97.63
Dermacoccus abyssi	97.47
Cellvibrio japonicus	100.00
Oceanicella actignis	98.76
Streptomyces parvus	98.39
Dictyoglomus thermophilum	98.79
Lelliottia nimipressuralis	98.92
Natrialba swarupiae	99.19
Rufibacter glacialis	100.00
Cyclobacterium marinum	98.95
Sphaerotilus sulfidivorans	98.97
Serratia bockelmannii	98.84
Pareuzebyella sediminis	99.46
Paenibacillus antarcticus	100.00
Francisella marina	99.97
Paeniglutamicibacter gangotriensis	97.81
Chryseobacterium viscerum	98.09
Iodidimonas gelatinilytica	99.47
Haemophilus seminalis	99.99
Roseospira marina	100.00
Rhodovastum atsumiense	99.99
Paucilactobacillus nenjiangensis	99.04
Streptomyces filamentosus	99.21
Halopseudomonas salina	99.99
Mediterraneibacter faecis	97.23
Morganella psychrotolerans	99.95
Helicobacter canis	99.99
Bifidobacterium myosotis	96.56
Bifidobacterium vespertilionis	98.82
Streptomyces subrutilus	99.99
Streptomyces nitrosporeus	99.99
Streptomyces galilaeus	100.00
Streptomyces vinaceus	99.99
Streptomyces coeruleorubidus	99.98
Sphingobium limneticum	97.80
Roseibium aquae	100.00
Microbacterium caowuchunii	97.25
Microbacterium lushaniae	97.31
[Ochrobactrum] quorumnocens	97.84
Pseudomonas argentinensis	100.00
Pseudochrobactrum saccharolyticum	100.00
Ideonella dechloratans	100.00
Burkholderia latens	99.81
Burkholderia diffusa	99.58
Acinetobacter courvalinii	97.37
Methylobacterium soli	99.98
Caproiciproducens galactitolivorans	100.00
Pseudomonas umsongensis	98.73
Adlercreutzia muris	99.01
Pseudoclavibacter endophyticus	99.99
Pseudoclavibacter caeni	100.00
Pseudoclavibacter chungangensis	99.99
Lapidilactobacillus dextrinicus	98.08
Limosilactobacillus frumenti	99.88
Bacillus luti	98.27
Bradyrhizobium betae	100.00
Brucella tritici	98.88
Brucella lupini	100.00
Phaeocystidibacter marisrubri	100.00
Weizmannia acidilactici	99.81
Corynebacterium zhongnanshanii	97.14
Latilactobacillus graminis	99.99
Rhizobium dioscoreae	98.45
Deinococcus grandis	99.96
Halosegnis rubeus	99.69
Georgenia subflava	100.00
Georgenia thermotolerans	99.99
Komagataeibacter medellinensis	98.97
Pseudomonas kitaguniensis	98.71
Streptomyces cinereoruber	100.00
Bifidobacterium avesanii	99.99
Bifidobacterium ramosum	99.99
Paracoccus kondratievae	99.43
Georgenia ruanii	100.00
Bombella apis	99.56
Flavobacterium haoranii	99.98
Kosakonia arachidis	100.00
Bifidobacterium tibiigranuli	99.15
Polymorphobacter fuscus	100.00
Acinetobacter portensis	98.92
Acidianus ambivalens	100.00
Limosilactobacillus pontis	98.85
Cyclobacterium xiamenense	97.81
Rhodocyclus tenuis	99.12
Modestobacter roseus	99.97
Companilactobacillus halodurans	99.84
Acinetobacter wanghuae	99.98
Sinorhizobium saheli	99.99
Rhodocyclus gracilis	99.02
Limosilactobacillus gastricus	99.97
Lysinibacillus pakistanensis	99.02
Loigolactobacillus bifermentans	99.99
Fundicoccus ignavus	98.38
Gracilibacillus thailandensis	99.99
Pseudomonas haemolytica	99.75
Halomonas piezotolerans	99.59
Aeromicrobium yanjiei	98.95
Chryseoglobus frigidaquae	99.99
Vibrio cincinnatiensis	99.24
Micromonospora terminaliae	100.00
Duganella alba	100.00
Metabacillus idriensis	99.72
Flavobacterium resistens	99.98
Sodaliphilus pleomorphus	100.00
Eggerthella guodeyinii	97.12
Holdemania massiliensis	98.24
Capnocytophaga felis	99.89
Desulfosarcina ovata	97.56
Geosporobacter ferrireducens	99.67
Sediminimonas qiaohouensis	97.69
Aquisalinus luteolus	100.00
Pseudoduganella buxea	99.99
Virgibacillus dakarensis	99.15
Paenibacillus validus	99.59
Pseudoduganella dura	100.00
Gloeocapsopsis dulcis	100.00
Sulfurisphaera ohwakuensis	100.00
Agromyces luteolus	100.00
Streptococcus ruminantium	98.96
Serratia oryzae	99.12
Dialister invisus	97.90
Agromyces aureus	100.00
Agromyces laixinhei	99.16
Lysobacter soli	96.78
Pseudomonas alkylphenolica	96.95
Sphingomonas prati	100.00
Nesterenkonia alkaliphila	100.00
Bradyrhizobium pachyrhizi	98.26
Ursidibacter maritimus	99.94
Sphingomonas chungangi	100.00
Kluyvera cryocrescens	99.36
Zongyanglinia marina	96.97
Defluviitalea raffinosedens	99.50
Streptococcus danieliae	97.59
Duncaniella muris	98.60
Pseudoduganella flava	100.00
Vibrio atypicus	97.25
Streptomyces glebosus	100.00
Streptomyces libani	99.77
Streptomyces tubercidicus	100.00
Sphaerochaeta halotolerans	98.61
Pasteurella canis	98.84
Shinella zoogloeoides	100.00
Aurantiacibacter arachoides	100.00
Erythrobacter ramosus	100.00
Gordonia mangrovi	100.00
Shewanella litoralis	100.00
Arthrobacter zhaoguopingii	99.12
Erysipelothrix anatis	98.40
Erysipelothrix aquatica	99.99
Nocardia sputi	99.56
Streptomyces tendae	97.44
Actinomyces marmotae	99.58
Rathayibacter festucae	97.91
Halorubrum terrestre	98.50
Duganella lactea	98.78
Duganella margarita	98.32
Amycolatopsis rubida	99.38
Malikia spinosa	97.76
Streptococcus halichoeri	98.57
Photobacterium lucens	99.98
Blautia massiliensis	98.12
Bittarella massiliensis	97.44
Heliomicrobium gestii	100.00
Frigidibacter albus	100.00
Sneathiella chungangensis	100.00
Xanthomonas cucurbitae	99.29
Photobacterium halotolerans	97.98
Hymenobacter busanensis	100.00
Rhodobacter amnigenus	100.00
Paenibacillus sacheonensis	100.00
Pyruvatibacter mobilis	100.00
Francisella noatunensis	99.98
Pseudomonas knackmussii	98.17
Burkholderia lata	96.94
Gordonia amarae	99.99
Gordonia pseudamarae	99.95
Microbulbifer hydrolyticus	100.00
Steroidobacter agaridevorans	99.34
Pseudomonas yangonensis	99.94
Actinomyces howellii	100.00
Mycoplasmopsis felis	98.03
Vibrio taketomensis	98.26
Fluviibacter phosphoraccumulans	99.01
Pseudoxanthomonas broegbernensis	100.00
Pseudoxanthomonas wuyuanensis	99.99
Halomicroarcula salina	100.00
Photorhabdus bodei	97.97
Photorhabdus kayaii	99.53
Weissella sagaensis	99.45
Pseudoroseicyclus tamaricis	100.00
Sphingomonas insulae	100.00
Rhizobium daejeonense	100.00
Desulfovibrio sulfodismutans	100.00
Dissulfurirhabdus thermomarina	99.99
Amedibacterium intestinale	99.28
Actinomadura bangladeshensis	96.35
Streptomyces cyaneofuscatus	98.82
Streptomyces rubrogriseus	98.12
Streptomyces rochei	98.93
Desulfurobacterium thermolithotrophum	96.13
Pseudomonas antarctica	99.98
Flavobacterium limi	100.00
Pseudomonas laurentiana	99.94
Pseudomonas brassicae	99.91
Modestobacter muralis	100.00
Galbitalea soli	100.00
Pelistega ratti	98.17
Haloferax alexandrinus	99.42
Mycolicibacterium murale	99.98
Mycobacterium bourgelatii	99.97
Mycolicibacterium hippocampi	99.99
Mycolicibacterium pulveris	99.99
Mycolicibacterium tokaiense	99.99
Mycolicibacterium aichiense	100.00
Mycolicibacterium chitae	99.99
Mycobacterium cookii	99.99
Mycobacterium shottsii	99.98
Mycolicibacterium gadium	99.99
Mycolicibacterium psychrotolerans	99.98
Mycolicibacterium aubagnense	99.98
Mycobacterium seoulense	99.99
Mycobacterium stomatepiae	99.99
Mycolicibacterium sediminis	100.00
Mycolicibacterium arabiense	99.99
Rhizobium tropici	100.00
Caulobacter rhizosphaerae	100.00
Occultella kanbiaonis	97.64
Endozoicomonas acroporae	98.86
Shinella curvata	100.00
Bacillus mesophilus	100.00
Bacillus aquiflavi	99.89
Paenibacillus alvei	98.81
Clostridium niameyense	99.67
Adonisia turfae	98.73
Corynebacterium qintianiae	98.98
Corynebacterium lizhenjunii	98.56
Sphingobacterium lactis	100.00
Rhizobium rhizoryzae	99.99
Microbacterium amylolyticum	100.00
Microbacterium endophyticum	100.00
Sulfitobacter litoralis	99.04
Muricauda oceani	99.99
Bradyrhizobium barranii	97.85
Vibrio aestuarianus	99.36
Streptomyces diastaticus	99.99
Streptomyces gougerotii	99.99
Acinetobacter shaoyimingii	98.69
Acinetobacter lanii	96.95
Thermosulfuriphilus ammonigenes	100.00
Azonexus fungiphilus	98.53
Pontibrevibacter nitratireducens	96.94
Catellatospora methionotrophica	100.00
Phycicoccus endophyticus	99.99
Xiamenia xianingshaonis	99.09
Streptococcus catagoni	100.00
Nocardioides ochotonae	99.41
Basfia succiniciproducens	99.63
Acetobacter fallax	100.00
Acetobacter lovaniensis	99.88
Bacillus weihaiensis	97.28
Pseudoteredinibacter isoporae	100.00
Paenibacillus aceris	99.96
Microbacterium chengjingii	99.08
Microbacterium fandaimingii	98.89
Actinomyces respiraculi	99.44
Modestobacter marinus	99.96
Mycolicibacterium fluoranthenivorans	98.18
Sphingomonas aerolata	96.56
Cellulomonas uda	100.00
Microbacterium ulmi	100.00
Microbacterium halimionae	100.00
Paenarthrobacter ilicis	100.00
Maribellus sediminis	96.76
Entomospira culicis	100.00
Butyricimonas paravirosa	99.21
Glaciimonas immobilis	100.00
Paenibacillus apii	99.23
Streptomyces thermoviolaceus	99.84
Marinobacter daqiaonensis	100.00
Lactobacillus mulieris	98.51
Brucella daejeonensis	99.72
Spiroplasma platyhelix	99.99
Fervidobacterium pennivorans	97.38
Francisella adeliensis	100.00
Clostridium gasigenes	98.44
Chryseobacterium gallinarum	98.70
Streptomyces somaliensis	98.21
Leuconostoc holzapfelii	99.20
Periweissella fabalis	100.00
Halopseudomonas formosensis	98.58
Trichococcus flocculiformis	98.08
Thauera phenolivorans	99.19
Chitinophaga oryzae	99.50
Methanothrix soehngenii	98.28
Globicatella sulfidifaciens	97.96
Aminobacterium colombiense	99.19
Methanosarcina flavescens	99.78
Methanothermobacter wolfeii	99.66
Corynebacterium pollutisoli	98.80
Marinomonas profundi	99.99
Levilactobacillus tujiorum	96.23
Fructobacillus tropaeoli	97.28
Bifidobacterium crudilactis	97.67
Sneathiella aquimaris	100.00
Haloarcula rubripromontorii	99.06
Flexilinea flocculi	99.20
Jeotgalicoccus aerolatus	99.67
Methanoculleus bourgensis	96.47
Clostridium cochlearium	99.27
Petrimonas mucosa	99.81
Herbinix luporum	99.81
Tepidanaerobacter syntrophicus	98.72
Syntrophothermus lipocalidus	98.79
Thermodesulfovibrio thiophilus	98.91
Desulfitobacterium dehalogenans	96.24
Acetomicrobium hydrogeniformans	98.05
Victivallis vadensis	99.14
Cellulosimicrobium aquatile	99.12
Aneurinibacillus aneurinilyticus	99.55
Cloacibacillus porcorum	98.41
Flammeovirga yaeyamensis	100.00
Aromatoleum aromaticum	98.81
Aromatoleum bremense	100.00
Aromatoleum petrolei	100.00
Clostridium jeddahense	98.13
Paenibacillus aquistagni	98.70
Pseudomonas peli	100.00
Longimicrobium terrae	100.00
Pelagibacterium halotolerans	99.98
Acinetobacter terrestris	96.03
Promicromonospora citrea	100.00
Streptococcus hyovaginalis	97.99
Streptomyces morookaense	99.99
Corynebacterium lujinxingii	100.00
Acinetobacter defluvii	97.62
Pseudomonas nitrititolerans	98.10
[Ochrobactrum] soli	98.70
Vibrio europaeus	99.41
Vibrio hepatarius	98.17
Corallococcus carmarthensis	99.42
Corallococcus exercitus	98.90
Kribbella sandramycini	100.00
Ferroplasma acidiphilum	98.76
Gluconacetobacter entanii	98.39
Berryella wangjianweii	99.00
Pyxidicoccus fallax	99.99
Streptomyces fulvorobeus	99.98
Mesorhizobium erdmanii	97.52
Paraburkholderia madseniana	98.65
Bradyrhizobium aeschynomenes	98.67
Falsiroseomonas frigidaquae	100.00
Actinomyces faecalis	99.38
Saccharibacillus endophyticus	100.00
Saccharibacillus deserti	100.00
Campylobacter geochelonis	99.58
Pedobacter steynii	100.00
Kroppenstedtia eburnea	100.00
Candidatus Cyanaurora vandensis	99.98
Blautia caecimuris	98.83
Dendrosporobacter quercicolus	100.00
Dorea phocaeensis	99.36
Rhizobium skierniewicense	99.38
Rhizobium lusitanum	98.94
Methanosarcina acetivorans	99.97
Methanocaldococcus jannaschii	99.99
Methanopyrus kandleri	100.00
Pyrococcus horikoshii	100.00
Sulfurisphaera tokodaii	100.00
Methermicoccus shengliensis	99.96
Chlorobium limicola	99.31
Cupriavidus basilensis	96.98
Caproicibacterium lactatifermentans	99.74
Azospirillum melinis	100.00
Bombilactobacillus mellis	97.28
Streptomyces samsunensis	97.81
Paenibacillus cellulosilyticus	100.00
Azospirillum oryzae	100.00
Paenibacillus barcinonensis	100.00
Streptomyces lunaelactis	98.58
Sphingomonas zeae	100.00
Curtobacterium pusillum	99.60
Curtobacterium luteum	99.70
Glycomyces artemisiae	98.04
Streptomyces harbinensis	99.15
Streptomyces buecherae	98.48
Flavobacterium agri	100.00
Paraburkholderia youngii	97.89
Marinobacter lutaoensis	99.43
Desulfuromonas acetoxidans	99.98
Ruegeria pomeroyi	99.98
Bradyrhizobium septentrionale	99.83
Pseudomonas ceruminis	100.00
Pseudomonas urethralis	99.99
Pseudomonas faucium	99.43
Endobacter medicaginis	100.00
Ameyamaea chiangmaiensis	100.00
Desulfolutivibrio sulfoxidireducens	99.36
Pasteurella skyensis	99.99
Donghicola mangrovi	96.67
Mannheimia pernigra	98.98
Pseudomonas edaphica	98.95
Pseudomonas costantinii	99.21
Micromonospora carbonacea	99.46
Pseudomonas allii	99.97
Paenibacillus kribbensis	98.73
Winogradskyella forsetii	97.92
Winogradskyella helgolandensis	98.03
Mogibacterium timidum	99.03
Winogradskyella undariae	97.30
Novosphingobium marinum	100.00
Aeromicrobium tamlense	100.00
Actinomadura citrea	99.99
Spelaeicoccus albus	99.99
Pseudomonas sediminis	96.39
Nocardioides lianchengensis	99.99
Leucobacter aridicollis	99.08
Herbiconiux flava	100.00
Arthrobacter cupressi	100.00
Nocardioides marinisabuli	99.99
Micromonospora purpureochromogenes	97.38
Sphaerotilus montanus	99.99
Pyrobaculum arsenaticum	99.93
Parapusillimonas granuli	100.00
Streptobacillus felis	99.44
Azospirillum oleiclasticum	99.98
Rhizobium changzhiense	98.06
Lactococcus laudensis	99.99
Ensifer mexicanus	100.00
Pseudomonas zeshuii	98.95
Exiguobacterium alkaliphilum	98.41
Candidatus Nitrosocaldus schleperae	98.81
Candidatus Nitrosocaldus tengchongensis	99.19
Corynebacterium wankanglinii	99.01
Streptomyces alkaliterrae	99.75
Nocardioides campestrisoli	98.99
Halomonas kenyensis	100.00
Streptomyces himalayensis	97.51
Pseudomonas sivasensis	99.13
Thermoactinomyces intermedius	99.99
Thermoactinomyces daqus	99.99
Stappia taiwanensis	100.00
Streptomyces shenzhenensis	97.10
Gordonia jinghuaiqii	99.75
Alysiella filiformis	99.99
Neisseria shayeganii	97.05
Pseudomonas juntendi	98.48
Levilactobacillus suantsaii	99.92
Pectinatus frisingensis	98.37
Vibrio spartinae	99.76
Sphingobacterium paramultivorum	98.74
Tomitella gaofuii	99.23
Dokdonella fugitiva	99.43
Sphingobacterium soli	100.00
Aminobacter ciceronei	100.00
Limosilactobacillus fastidiosus	99.84
Limosilactobacillus rudii	100.00
Limosilactobacillus albertensis	98.14
Limosilactobacillus agrestis	99.26
Limosilactobacillus balticus	99.07
Stenotrophomonas koreensis	97.62
Tautonia rosea	100.00
Herbaspirillum frisingense	97.61
Gluconacetobacter dulcium	99.03
Gluconacetobacter sacchari	100.00
Gluconacetobacter johannae	100.00
Gluconacetobacter azotocaptans	99.76
Tardiphaga robiniae	96.34
Terracoccus luteus	98.31
Kineococcus radiotolerans	98.60
Streptosporangium becharense	100.00
Bifidobacterium commune	100.00
Geodermatophilus sabuli	100.00
Streptomyces violarus	98.95
Nocardioides albus	100.00
Actinoplanes campanulatus	99.99
Sphingomicrobium lutaoense	100.00
Microvirga flocculans	100.00
